,origin,destination,register,flight_num,airplane,scheduled_date,scheduled_time,actual_date,actual_time,day,status1,status2,airline_icao,international,delay,ftype,miladi_scheduled,miladi_actual,id,airline,latitude_deg,longitude_deg
1299,OIGG,OIKB,,IRC647,737-600,1402-01-13,11:45:00,1402-01-13,12:04:00,یکشنبه,Departed,پرواز كرد ,IRC,0,19,departure,2023-04-02,2023-04-02,1300,آسمان,37.323333,49.617778
1300,OIMM,OIYY,,IRC618,B737,1402-01-13,10:30:00,1402-01-13,12:00:00,یکشنبه,Departed,پرواز كرد ,IRC,0,90,departure,2023-04-02,2023-04-02,1301,آسمان,36.235198974609375,59.64099884033203
1301,OICI,OIMM,,IRC3901,100,1402-01-13,11:10:00,1402-01-13,11:35:00,یکشنبه,Departed,پرواز كرد ,IRC,0,25,departure,2023-04-02,2023-04-02,1302,آسمان,33.58660125732422,46.40480041503906
1302,OIII,OING,,IRC630,F100,1402-01-13,11:30:00,1402-01-13,11:32:00,یکشنبه,LANDED,نشست ,IRC,0,2,arrival,2023-04-02,2023-04-02,1303,آسمان,35.68920135498047,51.31340026855469
1303,OISS,OIMM,NULL,IRC3850,100,1402-01-13,11:25:00,1402-01-13,11:27:00,یکشنبه,پروازکرد11:27,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1304,آسمان,29.5392,52.589802
1304,OIKB,OIGG,,IRC646,737-600,1402-01-13,10:55:00,1402-01-13,11:00:00,یکشنبه,LANDED,نشست ,IRC,0,5,arrival,2023-04-02,2023-04-02,1305,آسمان,27.218299865722656,56.37779998779297
1305,OIII,OIBB,EPAPO,IRC3914,737,1402-01-13,05:40:00,1402-01-13,10:58:00,یکشنبه,Departed,پرواز كرد ,IRC,0,318,departure,2023-04-02,2023-04-02,1306,آسمان,35.68920135498047,51.31340026855469
1306,OICI,OIII,EPASR,IRC841,F100,1402-01-13,10:55:00,1402-01-13,10:53:00,یکشنبه,LANDED,نشست ,IRC,0,-2,arrival,2023-04-02,2023-04-02,1307,آسمان,33.58660125732422,46.40480041503906
1307,OIII,OING,EPATF,IRC630,FOKER100,1402-01-13,10:30:00,1402-01-13,10:52:00,یکشنبه,Departed,پرواز كرد ,IRC,0,22,departure,2023-04-02,2023-04-02,1308,آسمان,35.68920135498047,51.31340026855469
1308,OIMM,OICI,,IRC3900,100,1402-01-13,10:35:00,1402-01-13,10:47:00,یکشنبه,LANDED,نشست ,IRC,0,12,arrival,2023-04-02,2023-04-02,1309,آسمان,36.235198974609375,59.64099884033203
1309,OIKB,OISS,NULL,IRC3793,100,1402-01-13,10:25:00,1402-01-13,10:11:00,یکشنبه, نشست10:11,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1310,آسمان,27.218299865722656,56.37779998779297
1310,OICI,OIII,,IRC841,100,1402-01-13,09:45:00,1402-01-13,09:55:00,یکشنبه,Departed,پرواز كرد ,IRC,0,10,departure,2023-04-02,2023-04-02,1311,آسمان,33.58660125732422,46.40480041503906
1311,OIYY,OIMM,,IRC619,B737,1402-01-13,09:30:00,1402-01-13,09:42:00,یکشنبه,LANDED,نشست ,IRC,0,12,arrival,2023-04-02,2023-04-02,1312,آسمان,31.9048995972,54.2765007019
1312,OIMM,OIII,EPAPO,IRC601,737,1402-01-13,00:55:00,1402-01-13,09:32:00,یکشنبه,LANDED,نشست ,IRC,0,517,arrival,2023-04-02,2023-04-02,1313,آسمان,36.235198974609375,59.64099884033203
1313,OIKB,OISS,NULL,IRC3793,100,1402-01-13,09:20:00,1402-01-13,09:20:00,یکشنبه,پروازکرد09:20,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1314, آسمان,27.218299865722656,56.37779998779297
1314,OIII,OICI,,IRC840,100,1402-01-13,09:15:00,1402-01-13,09:10:00,یکشنبه,LANDED,نشست ,IRC,0,-5,arrival,2023-04-02,2023-04-02,1315,آسمان,35.68920135498047,51.31340026855469
1315,OIKB,OIGG,NULL,IRC646,Boeing734,1402-01-13,08:45:00,1402-01-13,09:04:00,یکشنبه,پروازکرد09:04,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1316, آسمان,27.218299865722656,56.37779998779297
1316,OIYY,OIMM,NULL,IRC619,NULL,1402-01-13,08:00:00,1402-01-13,08:45:00,یکشنبه,پروازکرد08:45,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1317,آسمان,31.9048995972,54.2765007019
1317,OISS,OIKB,NULL,IRC3792,100,1402-01-13,08:50:00,1402-01-13,08:35:00,یکشنبه, نشست08:35,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1318, آسمان,29.5392,52.589802
1318,OIMM,OICI,,IRC3900,F100,1402-01-13,08:20:00,1402-01-13,08:31:00,یکشنبه,Departed,پرواز كرد ,IRC,0,11,departure,2023-04-02,2023-04-02,1319,آسمان,36.235198974609375,59.64099884033203
1319,OIII,OICI,EPASR,IRC840,F100,1402-01-13,08:05:00,1402-01-13,08:18:00,یکشنبه,Departed,پرواز كرد ,IRC,0,13,departure,2023-04-02,2023-04-02,1320,آسمان,35.68920135498047,51.31340026855469
1320,OIII,OIKB,NULL,IRC644,Boeing734,1402-01-13,08:05:00,1402-01-13,08:05:00,یکشنبه, نشست08:05,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1321, آسمان,35.68920135498047,51.31340026855469
1321,OISS,OIKB,NULL,IRC3792,100,1402-01-13,07:45:00,1402-01-13,07:48:00,یکشنبه,پروازکرد07:48,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1322,آسمان,29.5392,52.589802
1322,OIII,OIMM,,IRC600,F100,1402-01-13,07:35:00,1402-01-13,07:28:00,یکشنبه,LANDED,نشست ,IRC,0,-7,arrival,2023-04-02,2023-04-02,1323,آسمان,35.68920135498047,51.31340026855469
1323,OIII,OIYY,NULL,IRC862,NULL,1402-01-13,07:00:00,1402-01-13,07:25:00,یکشنبه, نشست07:25,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1324,آسمان,35.68920135498047,51.31340026855469
1324,OISS,OIII,EPASR,IRC3768,F100,1402-01-13,06:55:00,1402-01-13,06:42:00,یکشنبه,LANDED,نشست ,IRC,0,-13,arrival,2023-04-02,2023-04-02,1325,آسمان,29.5392,52.589802
1325,OIII,OIKB,EPAPQ,IRC644,737-700,1402-01-13,06:15:00,1402-01-13,06:36:00,یکشنبه,Departed,پرواز كرد ,IRC,0,21,departure,2023-04-02,2023-04-02,1326,آسمان,35.68920135498047,51.31340026855469
1326,OIII,OISS,NULL,IRC3780,100,1402-01-13,06:45:00,1402-01-13,06:27:00,یکشنبه, نشست06:27,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1327,آسمان,35.68920135498047,51.31340026855469
1327,OIII,OIMM,EPATG,IRC600,F100,1402-01-13,06:05:00,1402-01-13,06:19:00,یکشنبه,Departed,پرواز كرد ,IRC,0,14,departure,2023-04-02,2023-04-02,1328,آسمان,35.68920135498047,51.31340026855469
1328,OIII,OIYY,EPAPP,IRC862,737-700,1402-01-13,05:50:00,1402-01-13,06:12:00,یکشنبه,Departed,پرواز كرد ,IRC,0,22,departure,2023-04-02,2023-04-02,1329,آسمان,35.68920135498047,51.31340026855469
1329,OISS,OIII,NULL,IRC3768,100,1402-01-13,05:30:00,1402-01-13,05:40:00,یکشنبه,پروازکرد05:40,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1330,آسمان,29.5392,52.589802
1330,OIII,OISS,EPATE,IRC3780,F100,1402-01-13,05:20:00,1402-01-13,05:19:00,یکشنبه,Departed,پرواز كرد ,IRC,0,-1,departure,2023-04-02,2023-04-02,1331,آسمان,35.68920135498047,51.31340026855469
1331,OIAA,OISS,NULL,IRC3821,100,1402-01-13,02:00:00,1402-01-13,01:43:00,یکشنبه, نشست01:43,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1332,آسمان,30.367887,48.230075
1332,OIAA,OISS,,IRC3821,F100,1402-01-13,00:55:00,1402-01-13,01:00:00,یکشنبه,Departed,پرواز كرد ,IRC,0,5,departure,2023-04-02,2023-04-02,1333,آسمان,30.367887,48.230075
1333,OIYY,OIII,EPAPQ,IRC3745,737-700,1402-01-13,00:40:00,1402-01-13,00:55:00,یکشنبه,LANDED,نشست ,IRC,0,15,arrival,2023-04-02,2023-04-02,1334,آسمان,31.9048995972,54.2765007019
1334,OIYY,OIII,NULL,IRC3745,NULL,1402-01-13,23:30:00,1402-01-13,00:55:00,دوشنبه,پروازکرد00:55,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1335,آسمان,31.9048995972,54.2765007019
1335,OIAA,OIII,EPATG,IRC861,FOKER100,1402-01-13,00:50:00,1402-01-13,00:49:00,یکشنبه,LANDED,نشست ,IRC,0,-1,arrival,2023-04-02,2023-04-02,1336,آسمان,30.367887,48.230075
1336,OISS,OIAA,,IRC3820,F100,1402-01-13,00:10:00,1402-01-13,00:13:00,یکشنبه,LANDED,نشست ,IRC,0,3,arrival,2023-04-02,2023-04-02,1337,آسمان,29.5392,52.589802
1337,OIYY,OIMM,NULL,IRC619,NULL,1402-01-13,20:40:00,1402-01-13,00:10:00,دوشنبه,پروازکرد00:10,NULL,EP,0,0,departure,2023-04-02,2023-04-02,1338,آسمان,31.9048995972,54.2765007019
1338,OIII,OIYY,NULL,IRC3744,NULL,1402-01-13,22:40:00,1402-01-13,00:05:00,دوشنبه, نشست00:05,NULL,EP,0,0,arrival,2023-04-02,2023-04-02,1339,آسمان,35.68920135498047,51.31340026855469
1339,OIMM,OIII,,IRC603,F100,1402-01-13,23:50:00,1402-01-14,01:08:00,یکشنبه,Departed,پرواز كرد ,IRC,0,78,departure,2023-04-02,2023-04-03,1340,آسمان,36.235198974609375,59.64099884033203
1340,OISS,OIII,EPATE,IRC825,F100,1402-01-14,21:05:00,1402-01-14,23:49:00,دو شنبه,LANDED,نشست ,IRC,0,164,arrival,2023-04-03,2023-04-03,1341,آسمان,29.5392,52.589802
1341,OIAA,OIII,,IRC861,F100,1402-01-14,22:50:00,1402-01-14,23:30:00,دو شنبه,Departed,پرواز كرد ,IRC,0,40,departure,2023-04-03,2023-04-03,1342,آسمان,30.367887,48.230075
1342,OIII,OIAW,EPMDC,IRC830,MD82,1402-01-14,23:20:00,1402-01-14,23:30:00,دو شنبه,LANDED,نشست ,IRC,0,10,arrival,2023-04-03,2023-04-03,1343,آسمان,35.68920135498047,51.31340026855469
1343,OIAW,OISS,IRC-7097,IRC3829,C,1402-01-14,23:10:00,1402-01-14,23:22:00,دو شنبه,Departed,پرواز كرد ,IRC,0,12,departure,2023-04-03,2023-04-03,1344,آسمان,31.3374,48.762001
1344,OIAW,OISS,NULL,IRC3891,100,1402-01-14,23:35:00,1402-01-14,23:21:00,سه شنبه, نشست23:21,NULL,EP,0,0,arrival,2023-04-03,2023-04-03,1345,آسمان,31.3374,48.762001
1345,OIII,OIYY,NULL,IRC3724,NULL,1402-01-14,22:25:00,1402-01-14,23:20:00,سه شنبه, نشست23:20,NULL,EP,0,0,arrival,2023-04-03,2023-04-03,1346,آسمان,35.68920135498047,51.31340026855469
1346,OING,OIII,EPATZ,IRC633,ATR-72-500,1402-01-14,23:30:00,1402-01-14,23:19:00,دو شنبه,LANDED,نشست ,IRC,0,-11,arrival,2023-04-03,2023-04-03,1347,آسمان,36.9094009399,54.4012985229
1347,OIII,OIYY,EPATF,IRC3744,F100,1402-01-14,21:30:00,1402-01-14,23:13:00,دو شنبه,Departed,پرواز كرد ,IRC,0,103,departure,2023-04-03,2023-04-03,1348,آسمان,35.68920135498047,51.31340026855469
1348,OISS,OIII,NULL,IRC825,100,1402-01-14,19:40:00,1402-01-14,22:40:00,دوشنبه,پروازکرد22:40,NULL,EP,0,0,departure,2023-04-03,2023-04-03,1349,آسمان,29.5392,52.589802
1349,OIII,OIAW,EPAPP,IRC830,737-700,1402-01-14,22:10:00,1402-01-14,22:38:00,دو شنبه,Departed,پرواز كرد ,IRC,0,28,departure,2023-04-03,2023-04-03,1350,آسمان,35.68920135498047,51.31340026855469
1350,OIMM,OIAW,IRC-7097,IRC837,C,1402-01-14,22:35:00,1402-01-14,22:34:00,دو شنبه,LANDED,نشست ,IRC,0,-1,arrival,2023-04-03,2023-04-03,1351,آسمان,36.235198974609375,59.64099884033203
1351,OIII,OIAA,,IRC860  ,F100,1402-01-14,22:20:00,1402-01-14,22:30:00,دو شنبه,LANDED,نشست ,IRC,0,10,arrival,2023-04-03,2023-04-03,1352,آسمان,35.68920135498047,51.31340026855469
1352,OING,OIII,,IRC633,ATR,1402-01-14,22:10:00,1402-01-14,22:17:00,دو شنبه,Departed,پرواز كرد ,IRC,0,7,departure,2023-04-03,2023-04-03,1353,آسمان,36.9094009399,54.4012985229
1353,OIBI,OIII,EPATF,IRC823,F100,1402-01-14,20:35:00,1402-01-14,22:10:00,دو شنبه,LANDED,نشست ,IRC,0,95,arrival,2023-04-03,2023-04-03,1354,آسمان,27.4814,52.615501
1354,OIII,OISS,NULL,IRC824,100,1402-01-14,18:40:00,1402-01-14,21:53:00,دوشنبه, نشست21:53,NULL,EP,0,0,arrival,2023-04-03,2023-04-03,1355,آسمان,35.68920135498047,51.31340026855469
1355,OIII,OIAA,EPATG,IRC860,F100,1402-01-14,21:00:00,1402-01-14,21:29:00,دو شنبه,Departed,پرواز كرد ,IRC,0,29,departure,2023-04-03,2023-04-03,1356,آسمان,35.68920135498047,51.31340026855469
1356,OIII,OING,,IRC632,ATR,1402-01-14,21:30:00,1402-01-14,21:26:00,دو شنبه,LANDED,نشست ,IRC,0,-4,arrival,2023-04-03,2023-04-03,1357,آسمان,35.68920135498047,51.31340026855469
1357,OIII,OISS,EPATE,IRC824,F100,1402-01-14,17:15:00,1402-01-14,20:52:00,دو شنبه,Departed,پرواز كرد ,IRC,0,217,departure,2023-04-03,2023-04-03,1358,آسمان,35.68920135498047,51.31340026855469
1358,OIMM,OIAW,,IRC837,F100,1402-01-14,20:45:00,1402-01-14,20:47:00,دو شنبه,Departed,پرواز كرد ,IRC,0,2,departure,2023-04-03,2023-04-03,1359,آسمان,36.235198974609375,59.64099884033203
1359,OIII,OING,EPATZ,IRC632,ATR-72-500,1402-01-14,20:00:00,1402-01-14,20:24:00,دو شنبه,Departed,پرواز كرد ,IRC,0,24,departure,2023-04-03,2023-04-03,1360,آسمان,35.68920135498047,51.31340026855469
1360,OINZ,OIMM,,IRC3973,B737,1402-01-14,17:30:00,1402-01-14,20:13:00,دو شنبه,LANDED,نشست ,IRC,0,163,arrival,2023-04-03,2023-04-03,1361,آسمان,36.644408,53.188761
1361,OISS,OIII,,IRC3774,F100,1402-01-14,19:55:00,1402-01-14,20:04:00,دو شنبه,LANDED,نشست ,IRC,0,9,arrival,2023-04-03,2023-04-03,1362,آسمان,29.5392,52.589802
1362,OICC,OIII,EPATE,IRC623,F100,1402-01-14,16:20:00,1402-01-14,19:26:00,دو شنبه,LANDED,نشست ,IRC,0,186,arrival,2023-04-03,2023-04-03,1363,آسمان,34.3459014893,47.1581001282
1363,OIAW,OIMM,,IRC836,F100,1402-01-14,19:45:00,1402-01-14,19:22:00,دو شنبه,LANDED,نشست ,IRC,0,-23,arrival,2023-04-03,2023-04-03,1364,آسمان,31.3374,48.762001
1364,OITR,OIII,EPAPP,IRC3855,B737,1402-01-14,19:15:00,1402-01-14,19:14:00,دو شنبه,LANDED,نشست ,IRC,0,-1,arrival,2023-04-03,2023-04-03,1365,آسمان,37.6680984497,45.0686988831
1365,OIII,OIBI,EPATF,IRC822,F100,1402-01-14,16:30:00,1402-01-14,18:47:00,دو شنبه,Departed,پرواز كرد ,IRC,0,137,departure,2023-04-03,2023-04-03,1366,آسمان,35.68920135498047,51.31340026855469
1366,OIGG,OIII,EPATZ,IRC845,ATR-72-500,1402-01-14,19:00:00,1402-01-14,18:46:00,دو شنبه,LANDED,نشست ,IRC,0,-14,arrival,2023-04-03,2023-04-03,1367,آسمان,37.323333,49.617778
1367,OISS,OIII,NULL,IRC3774,100,1402-01-14,18:30:00,1402-01-14,18:43:00,دوشنبه,پروازکرد18:43,NULL,EP,0,0,departure,2023-04-03,2023-04-03,1368,آسمان,29.5392,52.589802
1368,OIMM,ORNI,,IRC6597,B737,1402-01-14,18:30:00,1402-01-14,18:33:00,دو شنبه,Departed,پرواز كرد ,IRC,1,3,departure,2023-04-03,2023-04-03,1369,آسمان,36.235198974609375,59.64099884033203
1369,OIMM,OINZ,,IRC3972,B737,1402-01-14,15:20:00,1402-01-14,18:25:00,دو شنبه,LANDED,نشست ,IRC,0,185,arrival,2023-04-03,2023-04-03,1370,آسمان,36.235198974609375,59.64099884033203
1370,OIMM,OIYY,,IRC618,B737,1402-01-14,18:20:00,1402-01-14,18:20:00,دو شنبه,Ready,آماده پرواز ,IRC,0,0,departure,2023-04-03,2023-04-03,1371,آسمان,36.235198974609375,59.64099884033203
1371,OITR,OIII,NULL,IRC3855,NULL,1402-01-14,18:00:00,1402-01-14,18:10:00,دوشنبه,پروازکرد18:10,NULL,EP,0,0,departure,2023-04-03,2023-04-03,1372, آسمان,37.6680984497,45.0686988831
1372,OICC,OIII,,IRC623,100,1402-01-14,15:20:00,1402-01-14,18:10:00,دو شنبه,Departed,پرواز كرد ,IRC,0,170,departure,2023-04-03,2023-04-03,1373,آسمان,34.3459014893,47.1581001282
1373,OIGG,OIII,,IRC845,ATR-72-500,1402-01-14,17:50:00,1402-01-14,18:00:00,دو شنبه,Departed,پرواز كرد ,IRC,0,10,departure,2023-04-03,2023-04-03,1374,آسمان,37.323333,49.617778
1374,OIAW,OIMM,IRC-7097,IRC836,C,1402-01-14,17:45:00,1402-01-14,17:47:00,دو شنبه,Departed,پرواز كرد ,IRC,0,2,departure,2023-04-03,2023-04-03,1375,آسمان,31.3374,48.762001
1375,OICI,OIII,EPATF,IRC841,F100,1402-01-14,12:45:00,1402-01-14,17:31:00,دو شنبه,LANDED,نشست ,IRC,0,286,arrival,2023-04-03,2023-04-03,1376,آسمان,33.58660125732422,46.40480041503906
1376,OIII,OICC,,IRC622,100,1402-01-14,14:45:00,1402-01-14,17:30:00,دو شنبه,LANDED,نشست ,IRC,0,165,arrival,2023-04-03,2023-04-03,1377,آسمان,35.68920135498047,51.31340026855469
1377,OIII,OITR,NULL,IRC3854,NULL,1402-01-14,17:00:00,1402-01-14,17:25:00,دوشنبه, نشست17:25,NULL,EP,0,0,arrival,2023-04-03,2023-04-03,1378, آسمان,35.68920135498047,51.31340026855469
1378,OIMM,OINZ,,IRC3972,B737,1402-01-14,14:00:00,1402-01-14,17:17:00,دو شنبه,Departed,پرواز كرد ,IRC,0,197,departure,2023-04-03,2023-04-03,1379,آسمان,36.235198974609375,59.64099884033203
1379,ORNI,OIMM,,IRC6596,B737,1402-01-14,17:30:00,1402-01-14,17:15:00,دو شنبه,LANDED,نشست ,IRC,1,-15,arrival,2023-04-03,2023-04-03,1380,آسمان,31.989853,44.404317
1380,OIII,OIGG,,IRC844,ATR-72-500,1402-01-14,17:10:00,1402-01-14,17:10:00,دو شنبه,LANDED,نشست ,IRC,0,0,arrival,2023-04-03,2023-04-03,1381,آسمان,35.68920135498047,51.31340026855469
1381,OISS,OIAW,EPMDC,IRC3828,MD82,1402-01-14,17:15:00,1402-01-14,17:02:00,دو شنبه,LANDED,نشست ,IRC,0,-13,arrival,2023-04-03,2023-04-03,1382,آسمان,29.5392,52.589802
1382,OIII,OICC,EPATE,IRC622,F100,1402-01-14,13:45:00,1402-01-14,16:48:00,دو شنبه,Departed,پرواز كرد ,IRC,0,183,departure,2023-04-03,2023-04-03,1383,آسمان,35.68920135498047,51.31340026855469
1383,OIII,OITR,EPAPP,IRC3854,B737,1402-01-14,15:50:00,1402-01-14,16:32:00,دو شنبه,Departed,پرواز كرد ,IRC,0,42,departure,2023-04-03,2023-04-03,1384,آسمان,35.68920135498047,51.31340026855469
1384,OIII,OIGG,EPATZ,IRC844,ATR-72-500,1402-01-14,16:00:00,1402-01-14,16:23:00,دو شنبه,Departed,پرواز كرد ,IRC,0,23,departure,2023-04-03,2023-04-03,1385,آسمان,35.68920135498047,51.31340026855469
1385,OISS,OIAW,NULL,IRC3828,100,1402-01-14,16:10:00,1402-01-14,16:14:00,دوشنبه,پروازکرد16:14,NULL,EP,0,0,departure,2023-04-03,2023-04-03,1386,آسمان,29.5392,52.589802
1386,OIII,OIMM,,IRC602,B737,1402-01-14,13:10:00,1402-01-14,16:10:00,دو شنبه,LANDED,نشست ,IRC,0,180,arrival,2023-04-03,2023-04-03,1387,آسمان,35.68920135498047,51.31340026855469
1387,OINZ,OIMM,,IRC3973,B737,1402-01-14,16:10:00,1402-01-14,16:10:00,دو شنبه,Security Check,ورود به سالن بازرسی ,IRC,0,0,departure,2023-04-03,2023-04-03,1388,آسمان,36.644408,53.188761
1388,OICC,OIII,,IRC623,100,1402-01-14,15:20:00,1402-01-14,15:20:00,دو شنبه,Delayed,تاخیر - 17:00,IRC,0,0,departure,2023-04-03,2023-04-03,1389,آسمان,34.3459014893,47.1581001282
1389,OIII,OIMM,EPAPQ,IRC602,737-400,1402-01-14,11:40:00,1402-01-14,15:07:00,دو شنبه,Departed,پرواز كرد ,IRC,0,207,departure,2023-04-03,2023-04-03,1390,آسمان,35.68920135498047,51.31340026855469
1390,OIZH,OIII,EPATE,IRC851,FOKER100,1402-01-14,15:05:00,1402-01-14,15:03:00,دو شنبه,LANDED,نشست ,IRC,0,-2,arrival,2023-04-03,2023-04-03,1391,آسمان,29.47570037841797,60.90620040893555
1391,OISS,OIII,EPAPP,IRC3781,B737,1402-01-14,14:50:00,1402-01-14,15:00:00,دو شنبه,LANDED,نشست ,IRC,0,10,arrival,2023-04-03,2023-04-03,1392,آسمان,29.5392,52.589802
1392,OIII,OICI,EPATF,IRC840,F100,1402-01-14,09:50:00,1402-01-14,14:54:00,دو شنبه,Departed,پرواز كرد ,IRC,0,304,departure,2023-04-03,2023-04-03,1393,آسمان,35.68920135498047,51.31340026855469
1393,OING,OIII,EPATZ,IRC631,ATR-72-500,1402-01-14,14:40:00,1402-01-14,14:41:00,دو شنبه,LANDED,نشست ,IRC,0,1,arrival,2023-04-03,2023-04-03,1394,آسمان,36.9094009399,54.4012985229
1394,OITT,OISS,NULL,IRC3813,100,1402-01-14,14:30:00,1402-01-14,14:12:00,دوشنبه, نشست14:12,NULL,EP,0,0,arrival,2023-04-03,2023-04-03,1395,آسمان,38.1338996887207,46.23500061035156
1395,OISS,OIII,NULL,IRC3781,737,1402-01-14,13:25:00,1402-01-14,13:49:00,دوشنبه,پروازکرد13:49,NULL,EP,0,0,departure,2023-04-03,2023-04-03,1396,آسمان,29.5392,52.589802
1396,OING,OIII,,IRC631,ATR,1402-01-14,13:20:00,1402-01-14,13:43:00,دو شنبه,Departed,پرواز كرد ,IRC,0,23,departure,2023-04-03,2023-04-03,1397,آسمان,36.9094009399,54.4012985229
1397,OIZH,OIII,NULL,IRC851,NULL,1402-01-14,13:10:00,1402-01-14,13:15:00,دوشنبه,پروازکرد13:15,NULL,EP,0,0,departure,2023-04-03,2023-04-03,1398, آسمان,29.47570037841797,60.90620040893555
1398,OIYY,OIII,EPAPQ,IRC863,737-700,1402-01-14,08:40:00,1402-01-14,13:12:00,دو شنبه,LANDED,نشست ,IRC,0,272,arrival,2023-04-03,2023-04-03,1399,آسمان,31.9048995972,54.2765007019
1399,OIMM,OING,,IRC637,ATR-42-500,1402-01-14,12:40:00,1402-01-14,12:53:00,دو شنبه,LANDED,نشست ,IRC,0,13,arrival,2023-04-03,2023-04-03,1400,آسمان,36.235198974609375,59.64099884033203
1400,OITT,OISS,NULL,IRC3813,100,1402-01-14,12:40:00,1402-01-14,12:40:00,دوشنبه,پروازکرد12:40,NULL,EP,0,0,departure,2023-04-03,2023-04-03,1401, آسمان,38.1338996887207,46.23500061035156
1401,OIII,OISS,NULL,IRC3780,737,1402-01-14,12:25:00,1402-01-14,12:26:00,دوشنبه, نشست12:26,NULL,EP,0,0,arrival,2023-04-03,2023-04-03,1402,آسمان,35.68920135498047,51.31340026855469
1402,OIYY,OIII,NULL,IRC863,NULL,1402-01-14,07:30:00,1402-01-14,12:25:00,دوشنبه,پروازکرد12:25,NULL,EP,0,0,departure,2023-04-03,2023-04-03,1403,آسمان,31.9048995972,54.2765007019
1403,OISS,OITT,NULL,IRC3812,100,1402-01-14,12:10:00,1402-01-14,12:00:00,دوشنبه, نشست12:00,NULL,EP,0,0,arrival,2023-04-03,2023-04-03,1404, آسمان,29.5392,52.589802
1404,OIMM,OIZH,NULL,IRC853,NULL,1402-01-14,12:05:00,1402-01-14,11:50:00,دوشنبه, نشست11:50,NULL,EP,0,0,arrival,2023-04-03,2023-04-03,1405, آسمان,36.235198974609375,59.64099884033203
1405,OIII,OIYY,NULL,IRC862,NULL,1402-01-14,07:00:00,1402-01-14,11:45:00,دوشنبه, نشست11:45,NULL,EP,0,0,arrival,2023-04-03,2023-04-03,1406,آسمان,35.68920135498047,51.31340026855469
1406,OICI,OIII,,IRC841,100,1402-01-14,11:35:00,1402-01-14,11:35:00,دو شنبه,Check-in,دريافت كارت پرواز ,IRC,0,0,departure,2023-04-03,2023-04-03,1407,آسمان,33.58660125732422,46.40480041503906
1407,OIII,OISS,epapp,IRC3780,B737,1402-01-14,10:50:00,1402-01-14,11:27:00,دو شنبه,Departed,پرواز كرد ,IRC,0,37,departure,2023-04-03,2023-04-03,1408,آسمان,35.68920135498047,51.31340026855469
1408,OIMM,OING,,IRC637,ATR,1402-01-14,10:55:00,1402-01-14,11:22:00,دو شنبه,Departed,پرواز كرد ,IRC,0,27,departure,2023-04-03,2023-04-03,1409,آسمان,36.235198974609375,59.64099884033203
1409,OIII,OICI,,IRC840,100,1402-01-14,11:05:00,1402-01-14,11:05:00,دو شنبه,Delayed,تاخیر ,IRC,0,0,arrival,2023-04-03,2023-04-03,1410,آسمان,35.68920135498047,51.31340026855469
1410,OIII,OIYY,EPAPQ,IRC862,737-700,1402-01-14,05:50:00,1402-01-14,10:56:00,دو شنبه,Departed,پرواز كرد ,IRC,0,306,departure,2023-04-03,2023-04-03,1411,آسمان,35.68920135498047,51.31340026855469
1411,OIMM,OIZH,,IRC853,F100,1402-01-14,10:40:00,1402-01-14,10:39:00,دو شنبه,Departed,پرواز كرد ,IRC,0,-1,departure,2023-04-03,2023-04-03,1412,آسمان,36.235198974609375,59.64099884033203
1412,OISS,OITT,NULL,IRC3812,100,1402-01-14,10:30:00,1402-01-14,10:30:00,دوشنبه, آماده پرواز,NULL,EP,0,0,departure,2023-04-03,2023-04-03,1413,آسمان,29.5392,52.589802
